"phenotype_id","version_id","phenotype_name","type","author","owner","tags","collections","clinical_terminologies","data_sources","versions"
"PH30","60","Congenital anomalies in children","Disease or Syndrome","Zylbersztejn A, Verfürden M, Hardelid P, Gilbert R, Wijlaars L.","ieuan.scanlon","[]","[{'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'ICD10 codes', 'id': 4}]","[{'id': 2, 'name': 'Hospital Episode Statistics Admitted Patient Care', 'url': 'https://web.www.healthdatagateway.org/dataset/2b6409db-a669-4bef-9fd5-39c2b6f8d5e9', 'datasource_id': 2}, {'id': 3, 'name': 'Civil Registration - Deaths', 'url': 'https://web.www.healthdatagateway.org/dataset/050163dc-1728-4ac5-a7d9-4dd3ca0ca12a', 'datasource_id': 3}, {'id': 17, 'name': 'General Acute Inpatient and Day Case - Scottish Morbidity Record (SMR01)', 'url': 'https://web.www.healthdatagateway.org/dataset/98cda353-0011-45b2-80ca-4ed24cd084bf', 'datasource_id': 17}, {'id': 18, 'name': 'Scottish Birth Record (SBR)', 'url': 'https://web.www.healthdatagateway.org/dataset/81c53293-ef64-4507-8fcf-2a254dc19936', 'datasource_id': 18}]","[{'version_id': 60, 'version_name': 'Congenital anomalies in children', 'version_date': '2021-10-06T16:00:21.409116Z', 'is_published': True, 'is_latest': True}]"
"PH31","62","HDL Cholesterol","Biomarker","Shah A","ieuan.scanlon","[]","[{'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}]","[{'version_id': 62, 'version_name': 'HDL Cholesterol', 'version_date': '2021-10-06T16:00:22.721972Z', 'is_published': True, 'is_latest': True}]"
"PH32","64","Non-COVID19 CVD death","Disease or Syndrome","Katsoulis M, Gomes M, Lai A, Henry A, Denaxas S, Lagiou P, Nafilyan V, Humberstone B, Banerjee A, Hemingway H, Lumbers T","ieuan.scanlon","[]","[{'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'ICD10 codes', 'id': 4}]","[{'id': 19, 'name': 'Office of National Statistics (ONS)', 'url': '', 'datasource_id': 19}]","[{'version_id': 64, 'version_name': 'Non-COVID19 CVD death', 'version_date': '2021-10-06T16:00:23.922849Z', 'is_published': True, 'is_latest': True}]"
"PH33","66","Secondary polycythaemia","Disease or Syndrome","Kuan V, Denaxas S, Gonzalez-Izquierdo A, Direk K, Bhatti O, Husain S, Sutaria S, Hingorani M, Nitsch D, Parisinos C, Lumbers T, Mathur R, Sofat R, Casas JP, Wong I, Hemingway H, Hingorani A","ieuan.scanlon","[]","[{'description': 'CALIBER', 'id': 21, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}, {'name': 'ICD10 codes', 'id': 4}, {'name': 'Med codes', 'id': 8}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}, {'id': 9, 'name': 'HES Admitted Patient Care data for CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/4bcf64a6-f404-4ef4-ae6e-172512ab5f43', 'datasource_id': 9}]","[{'version_id': 66, 'version_name': 'Secondary polycythaemia', 'version_date': '2021-10-06T16:00:25.967456Z', 'is_published': True, 'is_latest': True}]"
"PH34","68","Abdominal aortic aneurysm","Disease or Syndrome","Kuan V, Denaxas S, Gonzalez-Izquierdo A, Direk K, Bhatti O, Husain S, Sutaria S, Hingorani M, Nitsch D, Parisinos C, Lumbers T, Mathur R, Sofat R, Casas JP, Wong I, Hemingway H, Hingorani A","ieuan.scanlon","[]","[{'description': 'CALIBER', 'id': 21, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}, {'name': 'ICD10 codes', 'id': 4}, {'name': 'Med codes', 'id': 8}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}, {'id': 9, 'name': 'HES Admitted Patient Care data for CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/4bcf64a6-f404-4ef4-ae6e-172512ab5f43', 'datasource_id': 9}]","[{'version_id': 68, 'version_name': 'Abdominal aortic aneurysm', 'version_date': '2021-10-06T16:00:28.203186Z', 'is_published': True, 'is_latest': True}]"
"PH35","70","Hyperkinetic disorders","Disease or Syndrome","Kuan V, Denaxas S, Gonzalez-Izquierdo A, Direk K, Bhatti O, Husain S, Sutaria S, Hingorani M, Nitsch D, Parisinos C, Lumbers T, Mathur R, Sofat R, Casas JP, Wong I, Hemingway H, Hingorani A","ieuan.scanlon","[]","[{'description': 'CALIBER', 'id': 21, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}, {'name': 'ICD10 codes', 'id': 4}, {'name': 'Med codes', 'id': 8}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}, {'id': 9, 'name': 'HES Admitted Patient Care data for CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/4bcf64a6-f404-4ef4-ae6e-172512ab5f43', 'datasource_id': 9}]","[{'version_id': 70, 'version_name': 'Hyperkinetic disorders', 'version_date': '2021-10-06T16:00:30.549594Z', 'is_published': True, 'is_latest': True}]"
"PH36","72","Atrial fibrillation","Disease or Syndrome","Kuan V, Denaxas S, Gonzalez-Izquierdo A, Direk K, Bhatti O, Husain S, Sutaria S, Hingorani M, Nitsch D, Parisinos C, Lumbers T, Mathur R, Sofat R, Casas JP, Wong I, Hemingway H, Hingorani A","ieuan.scanlon","[]","[{'description': 'CALIBER', 'id': 21, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}, {'name': 'ICD10 codes', 'id': 4}, {'name': 'Med codes', 'id': 8}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}, {'id': 9, 'name': 'HES Admitted Patient Care data for CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/4bcf64a6-f404-4ef4-ae6e-172512ab5f43', 'datasource_id': 9}]","[{'version_id': 72, 'version_name': 'Atrial fibrillation', 'version_date': '2021-10-06T16:00:33.102396Z', 'is_published': True, 'is_latest': True}]"
"PH37","74","Acute Kidney Injury","Disease or Syndrome","Kuan V, Denaxas S, Gonzalez-Izquierdo A, Direk K, Bhatti O, Husain S, Sutaria S, Hingorani M, Nitsch D, Parisinos C, Lumbers T, Mathur R, Sofat R, Casas JP, Wong I, Hemingway H, Hingorani A","ieuan.scanlon","[]","[{'description': 'CALIBER', 'id': 21, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'ICD10 codes', 'id': 4}]","[{'id': 9, 'name': 'HES Admitted Patient Care data for CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/4bcf64a6-f404-4ef4-ae6e-172512ab5f43', 'datasource_id': 9}]","[{'version_id': 74, 'version_name': 'Acute Kidney Injury', 'version_date': '2021-10-06T16:00:34.088783Z', 'is_published': True, 'is_latest': True}]"
"PH38","76","Bipolar affective disorder and mania","Disease or Syndrome","Kuan V, Denaxas S, Gonzalez-Izquierdo A, Direk K, Bhatti O, Husain S, Sutaria S, Hingorani M, Nitsch D, Parisinos C, Lumbers T, Mathur R, Sofat R, Casas JP, Wong I, Hemingway H, Hingorani A","ieuan.scanlon","[]","[{'description': 'CALIBER', 'id': 21, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}, {'name': 'ICD10 codes', 'id': 4}, {'name': 'Med codes', 'id': 8}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}, {'id': 9, 'name': 'HES Admitted Patient Care data for CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/4bcf64a6-f404-4ef4-ae6e-172512ab5f43', 'datasource_id': 9}]","[{'version_id': 76, 'version_name': 'Bipolar affective disorder and mania', 'version_date': '2021-10-06T16:00:37.911330Z', 'is_published': True, 'is_latest': True}]"
"PH39","78","Hyperplasia of prostate","Disease or Syndrome","Kuan V, Denaxas S, Gonzalez-Izquierdo A, Direk K, Bhatti O, Husain S, Sutaria S, Hingorani M, Nitsch D, Parisinos C, Lumbers T, Mathur R, Sofat R, Casas JP, Wong I, Hemingway H, Hingorani A","ieuan.scanlon","[]","[{'description': 'CALIBER', 'id': 21, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}, {'name': 'ICD10 codes', 'id': 4}, {'name': 'Med codes', 'id': 8}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}, {'id': 9, 'name': 'HES Admitted Patient Care data for CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/4bcf64a6-f404-4ef4-ae6e-172512ab5f43', 'datasource_id': 9}]","[{'version_id': 78, 'version_name': 'Hyperplasia of prostate', 'version_date': '2021-10-06T16:00:40.235723Z', 'is_published': True, 'is_latest': True}]"
"PH40","80","Cystic Fibrosis","Disease or Syndrome","Kuan V, Denaxas S, Gonzalez-Izquierdo A, Direk K, Bhatti O, Husain S, Sutaria S, Hingorani M, Nitsch D, Parisinos C, Lumbers T, Mathur R, Sofat R, Casas JP, Wong I, Hemingway H, Hingorani A","ieuan.scanlon","[]","[{'description': 'CALIBER', 'id': 21, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}, {'name': 'ICD10 codes', 'id': 4}, {'name': 'Med codes', 'id': 8}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}, {'id': 9, 'name': 'HES Admitted Patient Care data for CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/4bcf64a6-f404-4ef4-ae6e-172512ab5f43', 'datasource_id': 9}]","[{'version_id': 80, 'version_name': 'Cystic Fibrosis', 'version_date': '2021-10-06T16:00:42.482624Z', 'is_published': True, 'is_latest': True}]"
"PH41","82","Coronary heart disease not otherwise specified","Disease or Syndrome","Kuan V, Denaxas S, Gonzalez-Izquierdo A, Direk K, Bhatti O, Husain S, Sutaria S, Hingorani M, Nitsch D, Parisinos C, Lumbers T, Mathur R, Sofat R, Casas JP, Wong I, Hemingway H, Hingorani A","ieuan.scanlon","[]","[{'description': 'CALIBER', 'id': 21, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}, {'name': 'ICD10 codes', 'id': 4}, {'name': 'Med codes', 'id': 8}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}, {'id': 9, 'name': 'HES Admitted Patient Care data for CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/4bcf64a6-f404-4ef4-ae6e-172512ab5f43', 'datasource_id': 9}]","[{'version_id': 82, 'version_name': 'Coronary heart disease not otherwise specified', 'version_date': '2021-10-06T16:00:45.220539Z', 'is_published': True, 'is_latest': True}]"
"PH42","1527","Chronic Kidney Disease","Disease or Syndrome","Kuan V,Denaxas S,Gonzalez-Izquierdo A,Direk K,Bhatti O,Husain S,Sutaria S,Hingorani M,Nitsch D,Parisinos C,Lumbers T,Mathur R,Sofat R,Casas JP,Wong I,Hemingway H,Hingorani A","ieuan.scanlon","[]","[{'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}]","[{'version_id': 1527, 'version_name': 'Chronic Kidney Disease', 'version_date': '2021-10-27T14:20:05.058221Z', 'is_published': True, 'is_latest': True}]"
"PH43","86","Chronic Obstructive Pulmonary Disease (COPD)","Disease or Syndrome","Kuan V, Denaxas S, Gonzalez-Izquierdo A, Direk K, Bhatti O, Husain S, Sutaria S, Hingorani M, Nitsch D, Parisinos C, Lumbers T, Mathur R, Sofat R, Casas JP, Wong I, Hemingway H, Hingorani A","ieuan.scanlon","[]","[{'description': 'CALIBER', 'id': 21, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}, {'name': 'ICD10 codes', 'id': 4}, {'name': 'Med codes', 'id': 8}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}, {'id': 9, 'name': 'HES Admitted Patient Care data for CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/4bcf64a6-f404-4ef4-ae6e-172512ab5f43', 'datasource_id': 9}]","[{'version_id': 86, 'version_name': 'Chronic Obstructive Pulmonary Disease (COPD)', 'version_date': '2021-10-06T16:00:48.526252Z', 'is_published': True, 'is_latest': True}]"
"PH44","88","Erectile dysfunction","Disease or Syndrome","Kuan V, Denaxas S, Gonzalez-Izquierdo A, Direk K, Bhatti O, Husain S, Sutaria S, Hingorani M, Nitsch D, Parisinos C, Lumbers T, Mathur R, Sofat R, Casas JP, Wong I, Hemingway H, Hingorani A","ieuan.scanlon","[]","[{'description': 'CALIBER', 'id': 21, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}, {'name': 'ICD10 codes', 'id': 4}, {'name': 'Med codes', 'id': 8}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}, {'id': 9, 'name': 'HES Admitted Patient Care data for CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/4bcf64a6-f404-4ef4-ae6e-172512ab5f43', 'datasource_id': 9}]","[{'version_id': 88, 'version_name': 'Erectile dysfunction', 'version_date': '2021-10-06T16:00:50.805425Z', 'is_published': True, 'is_latest': True}]"
"PH45","90","End stage renal disease","Disease or Syndrome","Kuan V, Denaxas S, Gonzalez-Izquierdo A, Direk K, Bhatti O, Husain S, Sutaria S, Hingorani M, Nitsch D, Parisinos C, Lumbers T, Mathur R, Sofat R, Casas JP, Wong I, Hemingway H, Hingorani A","ieuan.scanlon","[]","[{'description': 'CALIBER', 'id': 21, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}, {'name': 'ICD10 codes', 'id': 4}, {'name': 'OPCS4 codes', 'id': 7}, {'name': 'Med codes', 'id': 8}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}, {'id': 9, 'name': 'HES Admitted Patient Care data for CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/4bcf64a6-f404-4ef4-ae6e-172512ab5f43', 'datasource_id': 9}]","[{'version_id': 90, 'version_name': 'End stage renal disease', 'version_date': '2021-10-06T16:00:55.483195Z', 'is_published': True, 'is_latest': True}]"
"PH46","92","Giant Cell arteritis","Disease or Syndrome","Kuan V, Denaxas S, Gonzalez-Izquierdo A, Direk K, Bhatti O, Husain S, Sutaria S, Hingorani M, Nitsch D, Parisinos C, Lumbers T, Mathur R, Sofat R, Casas JP, Wong I, Hemingway H, Hingorani A","ieuan.scanlon","[]","[{'description': 'CALIBER', 'id': 21, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}, {'name': 'ICD10 codes', 'id': 4}, {'name': 'Med codes', 'id': 8}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}, {'id': 9, 'name': 'HES Admitted Patient Care data for CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/4bcf64a6-f404-4ef4-ae6e-172512ab5f43', 'datasource_id': 9}]","[{'version_id': 92, 'version_name': 'Giant Cell arteritis', 'version_date': '2021-10-06T16:00:57.490329Z', 'is_published': True, 'is_latest': True}]"
"PH47","94","Glomerulonephritis","Disease or Syndrome","Kuan V, Denaxas S, Gonzalez-Izquierdo A, Direk K, Bhatti O, Husain S, Sutaria S, Hingorani M, Nitsch D, Parisinos C, Lumbers T, Mathur R, Sofat R, Casas JP, Wong I, Hemingway H, Hingorani A","ieuan.scanlon","[]","[{'description': 'CALIBER', 'id': 21, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}, {'name': 'ICD10 codes', 'id': 4}, {'name': 'Med codes', 'id': 8}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}, {'id': 9, 'name': 'HES Admitted Patient Care data for CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/4bcf64a6-f404-4ef4-ae6e-172512ab5f43', 'datasource_id': 9}]","[{'version_id': 94, 'version_name': 'Glomerulonephritis', 'version_date': '2021-10-06T16:01:02.259210Z', 'is_published': True, 'is_latest': True}]"
"PH48","96","Gastro-oesophageal reflux disease","Disease or Syndrome","Kuan V, Denaxas S, Gonzalez-Izquierdo A, Direk K, Bhatti O, Husain S, Sutaria S, Hingorani M, Nitsch D, Parisinos C, Lumbers T, Mathur R, Sofat R, Casas JP, Wong I, Hemingway H, Hingorani A","ieuan.scanlon","[]","[{'description': 'CALIBER', 'id': 21, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}, {'name': 'ICD10 codes', 'id': 4}, {'name': 'OPCS4 codes', 'id': 7}, {'name': 'Med codes', 'id': 8}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}, {'id': 9, 'name': 'HES Admitted Patient Care data for CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/4bcf64a6-f404-4ef4-ae6e-172512ab5f43', 'datasource_id': 9}]","[{'version_id': 96, 'version_name': 'Gastro-oesophageal reflux disease', 'version_date': '2021-10-06T16:01:05.108131Z', 'is_published': True, 'is_latest': True}]"
"PH49","98","High birth weight","Disease or Syndrome","Kuan V, Denaxas S, Gonzalez-Izquierdo A, Direk K, Bhatti O, Husain S, Sutaria S, Hingorani M, Nitsch D, Parisinos C, Lumbers T, Mathur R, Sofat R, Casas JP, Wong I, Hemingway H, Hingorani A","ieuan.scanlon","[]","[{'description': 'CALIBER', 'id': 21, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}, {'name': 'ICD10 codes', 'id': 4}, {'name': 'Med codes', 'id': 8}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}, {'id': 9, 'name': 'HES Admitted Patient Care data for CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/4bcf64a6-f404-4ef4-ae6e-172512ab5f43', 'datasource_id': 9}]","[{'version_id': 98, 'version_name': 'High birth weight', 'version_date': '2021-10-06T16:01:07.121468Z', 'is_published': True, 'is_latest': True}]"
"PH50","1528","Raised LDL-C","Disease or Syndrome","Kuan V,Denaxas S,Gonzalez-Izquierdo A,Direk K,Bhatti O,Husain S,Sutaria S,Hingorani M,Nitsch D,Parisinos C,Lumbers T,Mathur R,Sofat R,Casas JP,Wong I,Hemingway H,Hingorani A","ieuan.scanlon","[]","[{'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}]","[{'version_id': 1528, 'version_name': 'Raised LDL-C', 'version_date': '2021-10-27T14:26:24.536660Z', 'is_published': True, 'is_latest': True}]"
"PH51","1529","Raised Total Cholesterol","Disease or Syndrome","Kuan V,Denaxas S,Gonzalez-Izquierdo A,Direk K,Bhatti O,Husain S,Sutaria S,Hingorani M,Nitsch D,Parisinos C,Lumbers T,Mathur R,Sofat R,Casas JP,Wong I,Hemingway H,Hingorani A","ieuan.scanlon","[]","[{'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}]","[{'version_id': 1529, 'version_name': 'Raised Total Cholesterol', 'version_date': '2021-10-27T14:27:56.522208Z', 'is_published': True, 'is_latest': True}]"
"PH52","1530","Raised Triglycerides","Disease or Syndrome","Kuan V,Denaxas S,Gonzalez-Izquierdo A,Direk K,Bhatti O,Husain S,Sutaria S,Hingorani M,Nitsch D,Parisinos C,Lumbers T,Mathur R,Sofat R,Casas JP,Wong I,Hemingway H,Hingorani A","ieuan.scanlon","[]","[{'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}]","[{'version_id': 1530, 'version_name': 'Raised Triglycerides', 'version_date': '2021-10-27T14:29:30.004456Z', 'is_published': True, 'is_latest': True}]"
